Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
0.0600357	2	7	0	0	29.1533
0.0600357	2	6	0	0	43.078
0.0600357	2	5	0	0	24.9194
0.0600357	2	4	0	0	30.4839
0.0600357	2	3	0	0	22.8898
0.0600357	2	2	0	0	22.7272
0.0600357	2	1	0	0	35.2142
0.0650357	2	8	0	0	16.9309
0.0650357	2	9	0	0	6.09893
0.0650357	2	10	0	0	10.227
0.0650357	2	11	0	0	30.9432
0.0650357	2	12	0	0	27.4495
0.0650357	2	13	0	0	32.5291
0.0650357	2	14	0	0	33.8275
0.0650357	2	15	0	0	52.7817
0.0650357	2	16	0	0	12.8905
0.0650357	2	17	0	0	15.4876
0.0650357	2	18	0	0	18.4815
0.0650357	2	19	0	0	36.3042
0.0650357	2	20	0	0	-4.05045
0.0650357	2	7	0	0	29.1533
0.0650357	2	6	0	0	43.078
0.0650357	2	5	0	0	24.9194
0.0650357	2	4	0	0	30.4839
0.0650357	2	3	0	0	22.8898
0.0650357	2	2	0	0	22.7272
0.0650357	2	1	0	0	35.2142
0.0700357	2	8	0	0	16.9309
0.0700357	2	9	0	0	6.09893
0.0700357	2	10	0	0	10.227
0.0700357	2	11	0	0	30.9432
0.0700357	2	12	0	0	27.4495
0.0700357	2	13	0	0	32.5291
0.0700357	2	14	0	0	33.8275
0.0700357	2	15	0	0	52.7817
0.0700357	2	16	0	0	12.8905
0.0700357	2	17	0	0	15.4876
0.0700357	2	18	0	0	18.4815
0.0700357	2	19	0	0	36.3042
0.0700357	2	20	0	0	-4.05045
0.0700357	2	7	0	0	29.1533
0.0700357	2	6	0	0	43.078
0.0700357	2	5	0	0	24.9194
0.0700357	2	4	0	0	30.4839
0.0700357	2	3	0	0	22.8898
0.0700357	2	2	0	0	22.7272
0.0700357	2	1	0	0	35.2142
0.0750357	2	8	0	0	16.9309
0.0750357	2	9	0	0	6.09893
0.0750357	2	10	0	0	10.227
0.0750357	2	11	0	0	30.9432
0.0750357	2	12	0	0	27.4495
0.0750357	2	13	0	0	32.5291
0.0750357	2	14	0	0	33.8275
0.0750357	2	15	0	0	52.7817
0.0750357	2	16	0	0	12.8905
0.0750357	2	17	0	0	15.4876
0.0750357	2	18	0	0	18.4815
0.0750357	2	19	0	0	36.3042
0.0750357	2	20	0	0	-4.05045
0.0750357	2	7	0	0	29.1533
0.0750357	2	6	0	0	43.078
0.0750357	2	5	0	0	24.9194
0.0750357	2	4	0	0	30.4839
0.0750357	2	3	0	0	22.8898
0.0750357	2	2	0	0	22.7272
0.0750357	2	1	0	0	35.2142
0.0800357	2	8	0	0	16.9309
0.0800357	2	9	0	0	6.09893
0.0800357	2	10	0	0	10.227
0.0800357	2	11	0	0	30.9432
0.0800357	2	12	0	0	27.4495
0.0800357	2	13	0	0	32.5291
0.0800357	2	14	0	0	33.8275
0.0800357	2	15	0	0	52.7817
0.0800357	2	16	0	0	12.8905
0.0800357	2	17	0	0	15.4876
0.0800357	2	18	0	0	18.4815
0.0800357	2	19	0	0	36.3042
0.0800357	2	20	0	0	-4.05045
0.0800357	2	7	0	0	29.1533
0.0800357	2	6	0	0	43.078
0.0800357	2	5	0	0	24.9194
0.0800357	2	4	0	0	30.4839
0.0800357	2	3	0	0	22.8898
0.0800357	2	2	0	0	22.7272
0.0800357	2	1	0	0	35.2142
0.0850357	2	8	0	0	16.9309
0.0850357	2	9	0	0	6.09893
0.0850357	2	10	0	0	10.227
0.0850357	2	11	0	0	30.9432
0.0850357	2	12	0	0	27.4495
0.0850357	2	13	0	0	32.5291
0.0850357	2	14	0	0	33.8275
0.0850357	2	15	0	0	52.7817
0.0850357	2	16	0	0	12.8905
0.0850357	2	17	0	0	15.4876
0.0850357	2	18	0	0	18.4815
0.0850357	2	19	0	0	36.3042
0.0850357	2	20	0	0	-4.05045
0.0850357	2	7	0	0	29.1533
0.0850357	2	6	0	0	43.078
0.0850357	2	5	0	0	24.9194
0.0850357	2	4	0	0	30.4839
0.0850357	2	3	0	0	22.8898
0.0850357	2	2	0	0	22.7272
0.0850357	2	1	0	0	35.2142
0.0900357	2	8	0	0	16.9309
0.0900357	2	9	0	0	6.09893
0.0900357	2	10	0	0	10.227
0.0900357	2	11	0	0	30.9432
0.0900357	2	12	0	0	27.4495
0.0900357	2	13	0	0	32.5291
0.0900357	2	14	0	0	33.8275
0.0900357	2	15	0	0	52.7817
0.0900357	2	16	0	0	12.8905
0.0900357	2	17	0	0	15.4876
0.0900357	2	18	0	0	18.4815
0.0900357	2	19	0	0	36.3042
0.0900357	2	20	0	0	-4.05045
0.0900357	2	7	0	0	29.1533
0.0900357	2	6	0	0	43.078
0.0900357	2	5	0	0	24.9194
0.0900357	2	4	0	0	30.4839
0.0900357	2	3	0	0	22.8898
0.0900357	2	2	0	0	22.7272
0.0900357	2	1	0	0	35.2142
0.0950357	2	8	0	0	16.9309
0.0950357	2	9	0	0	6.09893
0.0950357	2	10	0	0	10.227
0.0950357	2	11	0	0	30.9432
0.0950357	2	12	0	0	27.4495
0.0950357	2	13	0	0	32.5291
0.0950357	2	14	0	0	33.8275
0.0950357	2	15	0	0	52.7817
0.0950357	2	16	0	0	12.8905
0.0950357	2	17	0	0	15.4876
0.0950357	2	18	0	0	18.4815
0.0950357	2	19	0	0	36.3042
0.0950357	2	20	0	0	-4.05045
0.0950357	2	7	0	0	29.1533
0.0950357	2	6	0	0	43.078
0.0950357	2	5	0	0	24.9194
0.0950357	2	4	0	0	30.4839
0.0950357	2	3	0	0	22.8898
0.0950357	2	2	0	0	22.7272
0.0950357	2	1	0	0	35.2142
0.100036	2	8	0	0	16.9309
0.100036	2	9	0	0	6.09893
0.100036	2	10	0	0	10.227
0.100036	2	11	0	0	30.9432
0.100036	2	12	0	0	27.4495
0.100036	2	13	0	0	32.5291
0.100036	2	14	0	0	33.8275
0.100036	2	15	0	0	52.7817
0.100036	2	16	0	0	12.8905
0.100036	2	17	0	0	15.4876
0.100036	2	18	0	0	18.4815
0.100036	2	19	0	0	36.3042
0.100036	2	20	0	0	-4.05045
0.100036	2	7	0	0	29.1533
0.100036	2	6	0	0	43.078
0.100036	2	5	0	0	24.9194
0.100036	2	4	0	0	30.4839
0.100036	2	3	0	0	22.8898
0.100036	2	2	0	0	22.7272
0.100036	2	1	0	0	35.2142
0.102536	2	8	0	0	16.9309
0.102536	2	9	0	0	6.09893
0.102536	2	10	0	0	10.227
0.102536	2	11	0	0	30.9432
0.102536	2	12	0	0	27.4495
0.102536	2	13	0	0	32.5291
0.102536	2	14	0	0	33.8275
0.102536	2	15	0	0	52.7817
0.102536	2	16	0	0	12.8905
0.102536	2	17	0	0	15.4876
0.102536	2	18	0	0	18.4815
0.102536	2	19	0	0	36.3042
0.102536	2	20	0	0	-4.05045
0.102536	2	7	0	0	29.1533
0.102536	2	6	0	0	43.078
0.102536	2	5	0	0	24.9194
0.102536	2	4	0	0	30.4839
0.102536	2	3	0	0	22.8898
0.102536	2	2	0	0	22.7272
0.102536	2	1	0	0	35.2142
0.105036	2	8	0	0	16.9309
0.105036	2	9	0	0	6.09893
0.105036	2	10	0	0	10.227
0.105036	2	11	0	0	30.9432
0.105036	2	12	0	0	27.4495
0.105036	2	13	0	0	32.5291
0.105036	2	14	0	0	33.8275
0.105036	2	15	0	0	52.7817
0.105036	2	16	0	0	12.8905
0.105036	2	17	0	0	15.4876
0.105036	2	18	0	0	18.4815
0.105036	2	19	0	0	36.3042
0.105036	2	20	0	0	-4.05045
0.105036	2	7	0	0	29.1533
0.105036	2	6	0	0	43.078
0.105036	2	5	0	0	24.9194
0.105036	2	4	0	0	30.4839
0.105036	2	3	0	0	22.8898
0.105036	2	2	0	0	22.7272
0.105036	2	1	0	0	35.2142
0.110036	2	8	0	0	16.9309
0.110036	2	9	0	0	6.09893
0.110036	2	10	0	0	10.227
0.110036	2	11	0	0	30.9432
0.110036	2	12	0	0	27.4495
0.110036	2	13	0	0	32.5291
0.110036	2	14	0	0	33.8275
0.110036	2	15	0	0	52.7817
0.110036	2	16	0	0	12.8905
0.110036	2	17	0	0	15.4876
0.110036	2	18	0	0	18.4815
0.110036	2	19	0	0	36.3042
0.110036	2	20	0	0	-4.05045
0.110036	2	7	0	0	29.1533
0.110036	2	6	0	0	43.078
0.110036	2	5	0	0	24.9194
0.110036	2	4	0	0	30.4839
0.110036	2	3	0	0	22.8898
0.110036	2	2	0	0	22.7272
0.110036	2	1	0	0	35.2142
0.115036	2	8	0	0	16.9309
0.115036	2	9	0	0	6.09893
0.115036	2	10	0	0	10.227
0.115036	2	11	0	0	30.9432
0.115036	2	12	0	0	27.4495
0.115036	2	13	0	0	32.5291
0.115036	2	14	0	0	33.8275
0.115036	2	15	0	0	52.7817
0.115036	2	16	0	0	12.8905
0.115036	2	17	0	0	15.4876
0.115036	2	18	0	0	18.4815
0.115036	2	19	0	0	36.3042
0.115036	2	20	0	0	-4.05045
0.115036	2	7	0	0	29.1533
0.115036	2	6	0	0	43.078
0.115036	2	5	0	0	24.9194
0.115036	2	4	0	0	30.4839
0.115036	2	3	0	0	22.8898
0.115036	2	2	0	0	22.7272
0.115036	2	1	0	0	35.2142
0.120036	2	8	0	0	16.9309
0.120036	2	9	0	0	6.09893
0.120036	2	10	0	0	10.227
0.120036	2	11	0	0	30.9432
0.120036	2	12	0	0	27.4495
0.120036	2	13	0	0	32.5291
0.120036	2	14	0	0	33.8275
0.120036	2	15	0	0	52.7817
0.120036	2	16	0	0	12.8905
0.120036	2	17	0	0	15.4876
0.120036	2	18	0	0	18.4815
0.120036	2	19	0	0	36.3042
0.120036	2	20	0	0	-4.05045
0.120036	2	7	0	0	29.1533
0.120036	2	6	0	0	43.078
0.120036	2	5	0	0	24.9194
0.120036	2	4	0	0	30.4839
0.120036	2	3	0	0	22.8898
0.120036	2	2	0	0	22.7272
0.120036	2	1	0	0	35.2142
0.125036	2	8	0	0	16.9309
0.125036	2	9	0	0	6.09893
0.125036	2	10	0	0	10.227
0.125036	2	11	0	0	30.9432
0.125036	2	12	0	0	27.4495
0.125036	2	13	0	0	32.5291
0.125036	2	14	0	0	33.8275
0.125036	2	15	0	0	52.7817
0.125036	2	16	0	0	12.8905
0.125036	2	17	0	0	15.4876
0.125036	2	18	0	0	18.4815
0.125036	2	19	0	0	36.3042
0.125036	2	20	0	0	-4.05045
0.125036	2	7	0	0	29.1533
0.125036	2	6	0	0	43.078
0.125036	2	5	0	0	24.9194
0.125036	2	4	0	0	30.4839
0.125036	2	3	0	0	22.8898
0.125036	2	2	0	0	22.7272
0.125036	2	1	0	0	35.2142
0.130036	2	8	0	0	16.9309
0.130036	2	9	0	0	6.09893
0.130036	2	10	0	0	10.227
0.130036	2	11	0	0	30.9432
0.130036	2	12	0	0	27.4495
0.130036	2	13	0	0	32.5291
0.130036	2	14	0	0	33.8275
0.130036	2	15	0	0	52.7817
0.130036	2	16	0	0	12.8905
0.130036	2	17	0	0	15.4876
0.130036	2	18	0	0	18.4815
0.130036	2	19	0	0	36.3042
0.130036	2	20	0	0	-4.05045
0.130036	2	7	0	0	29.1533
0.130036	2	6	0	0	43.078
0.130036	2	5	0	0	24.9194
0.130036	2	4	0	0	30.4839
0.130036	2	3	0	0	22.8898
0.130036	2	2	0	0	22.7272
0.130036	2	1	0	0	35.2142
0.135036	2	8	0	0	16.9309
0.135036	2	9	0	0	6.09893
0.135036	2	10	0	0	10.227
0.135036	2	11	0	0	30.9432
0.135036	2	12	0	0	27.4495
0.135036	2	13	0	0	32.5291
0.135036	2	14	0	0	33.8275
0.135036	2	15	0	0	52.7817
0.135036	2	16	0	0	12.8905
0.135036	2	17	0	0	15.4876
0.135036	2	18	0	0	18.4815
0.135036	2	19	0	0	36.3042
0.135036	2	20	0	0	-4.05045
0.135036	2	7	0	0	29.1533
0.135036	2	6	0	0	43.078
0.135036	2	5	0	0	24.9194
0.135036	2	4	0	0	30.4839
0.135036	2	3	0	0	22.8898
0.135036	2	2	0	0	22.7272
0.135036	2	1	0	0	35.2142
0.140036	2	8	0	0	16.9309
0.140036	2	9	0	0	6.09893
0.140036	2	10	0	0	10.227
0.140036	2	11	0	0	30.9432
0.140036	2	12	0	0	27.4495
0.140036	2	13	0	0	32.5291
0.140036	2	14	0	0	33.8275
0.140036	2	15	0	0	52.7817
0.140036	2	16	0	0	12.8905
0.140036	2	17	0	0	15.4876
0.140036	2	18	0	0	18.4815
0.140036	2	19	0	0	36.3042
0.140036	2	20	0	0	-4.05045
0.140036	2	7	0	0	29.1533
0.140036	2	6	0	0	43.078
0.140036	2	5	0	0	24.9194
0.140036	2	4	0	0	30.4839
0.140036	2	3	0	0	22.8898
0.140036	2	2	0	0	22.7272
0.140036	2	1	0	0	35.2142
0.145036	2	8	0	0	16.9309
0.145036	2	9	0	0	6.09893
0.145036	2	10	0	0	10.227
0.145036	2	11	0	0	30.9432
0.145036	2	12	0	0	27.4495
0.145036	2	13	0	0	32.5291
0.145036	2	14	0	0	33.8275
0.145036	2	15	0	0	52.7817
0.145036	2	16	0	0	12.8905
0.145036	2	17	0	0	15.4876
0.145036	2	18	0	0	18.4815
0.145036	2	19	0	0	36.3042
0.145036	2	20	0	0	-4.05045
0.145036	2	7	0	0	29.1533
0.145036	2	6	0	0	43.078
0.145036	2	5	0	0	24.9194
0.145036	2	4	0	0	30.4839
0.145036	2	3	0	0	22.8898
0.145036	2	2	0	0	22.7272
0.145036	2	1	0	0	35.2142
0.150036	2	8	0	0	16.9309
0.150036	2	9	0	0	6.09893
0.150036	2	10	0	0	10.227
0.150036	2	11	0	0	30.9432
0.150036	2	12	0	0	27.4495
0.150036	2	13	0	0	32.5291
0.150036	2	14	0	0	33.8275
0.150036	2	15	0	0	52.7817
0.150036	2	16	0	0	12.8905
0.150036	2	17	0	0	15.4876
0.150036	2	18	0	0	18.4815
0.150036	2	19	0	0	36.3042
0.150036	2	20	0	0	-4.05045
